timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pressure,temperature,distance,latitude,longitude,gps_altitude
252,-1.98,0.03,10.11,0.04,0.04,20.65,857.88,19.02,500.00,28.627439,77.224398,1382.00
253,-1.98,0.06,10.10,0.03,0.04,20.54,858.02,19.03,500.00,28.627493,77.224459,1380.64
254,-1.97,0.10,10.09,0.02,0.04,20.46,858.17,19.03,500.00,28.627546,77.224520,1379.23
255,-1.97,0.13,10.07,0.00,0.03,20.44,858.32,19.04,500.00,28.627600,77.224581,1377.78
256,-1.97,0.16,10.04,-0.01,0.03,20.46,858.48,19.05,500.00,28.627654,77.224642,1376.27
257,-1.97,0.19,10.01,-0.02,0.02,20.54,858.64,19.06,500.00,28.627708,77.224703,1374.72
258,-1.97,0.21,9.97,-0.03,0.02,20.65,858.81,19.07,500.00,28.627761,77.224764,1373.11
259,-1.97,0.23,9.93,-0.04,0.01,20.79,858.98,19.09,500.00,28.627815,77.224825,1371.46
260,-1.97,0.24,9.89,-0.06,0.01,20.94,859.16,19.10,500.00,28.627869,77.224886,1369.75
261,-1.97,0.25,9.85,-0.07,0.00,21.09,859.35,19.11,500.00,28.627923,77.224947,1368.00
262,-1.97,0.25,9.80,-0.08,-0.00,21.23,859.54,19.12,500.00,28.627976,77.225009,1366.20
263,-1.97,0.25,9.76,-0.09,-0.01,21.34,859.73,19.13,500.00,28.628030,77.225070,1364.35
264,-1.97,0.24,9.71,-0.10,-0.01,21.42,859.93,19.14,500.00,28.628084,77.225131,1362.44
265,-1.96,0.22,9.67,-0.11,-0.02,21.44,860.14,19.16,500.00,28.628137,77.225192,1360.49
266,-1.96,0.20,9.63,-0.11,-0.02,21.42,860.35,19.17,500.00,28.628191,77.225253,1358.49
267,-1.96,0.18,9.60,-0.12,-0.02,21.34,860.56,19.18,500.00,28.628245,77.225314,1356.44
268,-1.96,0.15,9.57,-0.13,-0.03,21.23,860.78,19.20,500.00,28.628299,77.225375,1354.35
269,-1.96,0.12,9.55,-0.13,-0.03,21.09,861.01,19.21,500.00,28.628352,77.225436,1352.20
270,-1.96,0.08,9.53,-0.14,-0.04,20.94,861.24,19.23,500.00,28.628406,77.225497,1350.00
271,-1.96,0.05,9.52,-0.14,-0.04,20.79,861.48,19.24,500.00,28.628460,77.225558,1347.75
272,-1.96,0.01,9.51,-0.15,-0.05,20.65,861.72,19.25,500.00,28.628514,77.225620,1345.46
273,-1.96,-0.03,9.51,-0.15,-0.05,20.54,861.97,19.27,500.00,28.628567,77.225681,1343.11
274,-1.96,-0.06,9.52,-0.15,-0.05,20.46,862.22,19.29,500.00,28.628621,77.225742,1340.72
275,-1.96,-0.10,9.53,-0.15,-0.06,20.44,862.48,19.30,500.00,28.628675,77.225803,1338.27
276,-1.95,-0.13,9.56,-0.15,-0.06,20.46,862.74,19.32,500.00,28.628728,77.225864,1335.78
277,-1.95,-0.16,9.58,-0.15,-0.06,20.54,863.01,19.33,500.00,28.628782,77.225925,1333.23
278,-1.95,-0.19,9.61,-0.15,-0.07,20.65,863.28,19.35,500.00,28.628836,77.225986,1330.64
279,-1.95,-0.21,9.65,-0.14,-0.07,20.79,863.56,19.37,500.00,28.628890,77.226047,1328.00
280,-1.95,-0.23,9.69,-0.14,-0.07,20.94,863.84,19.39,500.00,28.628943,77.226108,1325.31
281,-1.95,-0.24,9.73,-0.13,-0.07,21.09,864.13,19.40,500.00,28.628997,77.226169,1322.57
282,-1.95,-0.25,9.78,-0.13,-0.07,21.23,864.43,19.42,500.00,28.629051,77.226231,1319.78
283,-1.95,-0.25,9.82,-0.12,-0.08,21.34,864.73,19.44,500.00,28.629104,77.226292,1316.94
284,-1.95,-0.25,9.87,-0.11,-0.08,21.42,865.03,19.46,500.00,28.629158,77.226353,1314.05
285,-1.95,-0.24,9.91,-0.10,-0.08,21.44,865.34,19.48,500.00,28.629212,77.226414,1311.11
286,-1.95,-0.22,9.95,-0.09,-0.08,21.42,865.66,19.50,500.00,28.629266,77.226475,1308.12
287,-1.94,-0.20,9.99,-0.08,-0.08,21.34,865.98,19.52,500.00,28.629319,77.226536,1305.09
288,-1.94,-0.18,10.02,-0.07,-0.08,21.23,866.31,19.54,500.00,28.629373,77.226597,1302.00
289,-1.94,-0.15,10.05,-0.06,-0.08,21.09,866.64,19.56,500.00,28.629427,77.226658,1298.86
290,-1.94,-0.12,10.08,-0.05,-0.08,20.94,866.98,19.58,500.00,28.629481,77.226719,1295.68
291,-1.94,-0.08,10.09,-0.04,-0.08,20.79,867.32,19.60,500.00,28.629534,77.226780,1292.44
292,-1.94,-0.05,10.11,-0.03,-0.08,20.65,867.67,19.62,500.00,28.629588,77.226842,1289.16
293,-1.94,-0.01,10.11,-0.02,-0.08,20.54,868.02,19.64,500.00,28.629642,77.226903,1285.83
294,-1.94,0.03,10.11,-0.01,-0.07,20.46,868.38,19.66,500.00,28.629695,77.226964,1282.44
295,-1.94,0.07,10.10,0.01,-0.07,20.44,868.74,19.69,500.00,28.629749,77.227025,1279.01
296,-1.94,0.10,10.08,0.02,-0.07,20.46,869.11,19.71,500.00,28.629803,77.227086,1275.53
297,-1.94,0.13,10.06,0.03,-0.07,20.54,869.49,19.73,500.00,28.629857,77.227147,1272.00
298,-1.94,0.16,10.04,0.04,-0.07,20.65,869.87,19.76,500.00,28.629910,77.227208,1268.42
299,-1.93,0.19,10.00,0.05,-0.06,20.79,870.25,19.78,500.00,28.629964,77.227269,1264.79
300,-1.93,0.21,9.97,0.06,-0.06,20.94,870.64,19.80,500.00,28.630018,77.227330,1261.11
301,-1.93,0.23,9.93,0.07,-0.06,21.09,871.04,19.83,500.00,28.630072,77.227391,1257.38
302,-1.93,0.24,9.89,0.08,-0.05,21.23,871.44,19.85,500.00,28.630125,77.227453,1253.60
303,-1.93,0.25,9.84,0.09,-0.05,21.34,871.85,19.88,500.00,28.630179,77.227514,1249.78
304,-1.93,0.25,9.80,0.10,-0.05,21.42,872.26,19.90,500.00,28.630233,77.227575,1245.90
305,-1.93,0.25,9.75,0.11,-0.04,21.44,872.68,19.93,500.00,28.630286,77.227636,1241.98
306,-1.93,0.24,9.71,0.12,-0.04,21.42,873.10,19.95,500.00,28.630340,77.227697,1238.00
307,-1.93,0.22,9.67,0.13,-0.03,21.34,873.53,19.98,500.00,28.630394,77.227758,1233.98
308,-1.93,0.20,9.63,0.13,-0.03,21.23,873.96,20.01,500.00,28.630448,77.227819,1229.90
309,-1.93,0.17,9.60,0.14,-0.02,21.09,874.40,20.03,500.00,28.630501,77.227880,1225.78
310,-1.92,0.15,9.57,0.14,-0.02,20.94,874.85,20.06,500.00,28.630555,77.227941,1221.60
311,-1.92,0.11,9.54,0.15,-0.02,20.79,875.30,20.09,500.00,28.630609,77.228002,1217.38
312,-1.92,0.08,9.53,0.15,-0.01,20.65,875.76,20.11,500.00,28.630663,77.228064,1213.11
313,-1.92,0.04,9.51,0.15,-0.01,20.54,876.22,20.14,500.00,28.630716,77.228125,1208.79
314,-1.92,0.01,9.51,0.15,-0.00,20.46,876.68,20.17,500.00,28.630770,77.228186,1204.42
315,-1.92,-0.03,9.51,0.15,0.00,20.44,877.16,20.20,500.00,28.630824,77.228247,1200.00
316,-1.92,-0.07,9.52,0.15,0.01,20.46,877.63,20.23,500.00,28.630877,77.228308,1195.53
317,-1.92,-0.10,9.54,0.15,0.01,20.54,878.12,20.26,500.00,28.630931,77.228369,1191.01
318,-1.92,-0.14,9.56,0.14,0.02,20.65,878.61,20.29,500.00,28.630985,77.228430,1186.44
319,-1.92,-0.17,9.59,0.14,0.02,20.79,879.10,20.32,500.00,28.631039,77.228491,1181.83
320,-1.92,-0.19,9.62,0.13,0.03,20.94,879.60,20.35,500.00,28.631092,77.228552,1177.16
321,-1.91,-0.21,9.65,0.13,0.03,21.09,880.11,20.38,500.00,28.631146,77.228614,1172.44
322,-1.91,-0.23,9.69,0.12,0.04,21.23,880.62,20.41,500.00,28.631200,77.228675,1167.68
323,-1.91,-0.24,9.74,0.11,0.04,21.34,881.13,20.44,500.00,28.631254,77.228736,1162.86
324,-1.91,-0.25,9.78,0.11,0.04,21.42,881.65,20.47,500.00,28.631307,77.228797,1158.00
325,-1.91,-0.25,9.83,0.10,0.05,21.44,882.18,20.50,500.00,28.631361,77.228858,1153.09
326,-1.91,-0.24,9.87,0.09,0.05,21.42,882.71,20.54,500.00,28.631415,77.228919,1148.12
327,-1.91,-0.23,9.91,0.08,0.06,21.34,883.25,20.57,500.00,28.631468,77.228980,1143.11
328,-1.91,-0.22,9.96,0.07,0.06,21.23,883.80,20.60,500.00,28.631522,77.229041,1138.05
329,-1.91,-0.20,9.99,0.06,0.06,21.09,884.35,20.64,500.00,28.631576,77.229102,1132.94
330,-1.91,-0.17,10.03,0.04,0.07,20.94,884.90,20.67,500.00,28.631630,77.229163,1127.78
331,-1.91,-0.14,10.05,0.03,0.07,20.79,885.46,20.70,500.00,28.631683,77.229225,1122.57
332,-1.90,-0.11,10.08,0.02,0.07,20.65,886.03,20.74,500.00,28.631737,77.229286,1117.31
333,-1.90,-0.08,10.10,0.01,0.07,20.54,886.60,20.77,500.00,28.631791,77.229347,1112.00
334,-1.90,-0.04,10.11,-0.00,0.07,20.46,887.18,20.81,500.00,28.631845,77.229408,1106.64
335,-1.90,-0.00,10.11,-0.01,0.08,20.44,887.76,20.84,500.00,28.631898,77.229469,1101.23
336,-1.90,0.03,10.11,-0.03,0.08,20.46,888.35,20.88,500.00,28.631952,77.229530,1095.78
337,-1.90,0.07,10.10,-0.04,0.08,20.54,888.95,20.91,500.00,28.632006,77.229591,1090.27
338,-1.90,0.11,10.08,-0.05,0.08,20.65,889.55,20.95,497.78,28.632059,77.229652,1084.72
339,-1.90,0.14,10.06,-0.06,0.08,20.79,890.15,20.99,493.33,28.632113,77.229713,1079.11
340,-1.90,0.17,10.03,-0.07,0.08,20.94,890.77,21.02,488.89,28.632167,77.229774,1073.46
341,-1.90,0.19,10.00,-0.08,0.08,21.09,891.38,21.06,484.44,28.632221,77.229836,1067.75
342,-1.90,0.21,9.96,-0.09,0.08,21.23,892.01,21.10,480.00,28.632274,77.229897,1062.00
343,-1.90,0.23,9.92,-0.10,0.08,21.34,892.64,21.13,475.56,28.632328,77.229958,1056.20
344,-1.89,0.24,9.88,-0.11,0.08,21.42,893.27,21.17,471.11,28.632382,77.230019,1050.35
345,-1.89,0.25,9.84,-0.12,0.08,21.44,893.91,21.21,466.67,28.632436,77.230080,1044.44
346,-1.89,0.25,9.79,-0.12,0.08,21.42,894.56,21.25,462.22,28.632489,77.230141,1038.49
347,-1.89,0.24,9.75,-0.13,0.07,21.34,895.21,21.29,457.78,28.632543,77.230202,1032.49
348,-1.89,0.23,9.70,-0.14,0.07,21.23,895.87,21.33,453.33,28.632597,77.230263,1026.44
349,-1.89,0.22,9.66,-0.14,0.07,21.09,896.53,21.37,448.89,28.632650,77.230324,1020.35
350,-1.89,0.20,9.63,-0.14,0.07,20.94,897.20,21.41,444.44,28.632704,77.230385,1014.20
351,-1.89,0.17,9.59,-0.15,0.06,20.79,897.87,21.45,440.00,28.632758,77.230447,1008.00
352,-1.89,0.14,9.56,-0.15,0.06,20.65,898.55,21.49,435.56,28.632812,77.230508,1001.75
353,-1.89,0.11,9.54,-0.15,0.06,20.54,899.24,21.53,431.11,28.632865,77.230569,995.46
354,-1.89,0.08,9.52,-0.15,0.05,20.46,899.93,21.57,426.67,28.632919,77.230630,989.11
355,-1.88,0.04,9.51,-0.15,0.05,20.44,900.63,21.61,422.22,28.632973,77.230691,982.72
356,-1.88,0.00,9.51,-0.15,0.05,20.46,901.34,21.65,417.78,28.633026,77.230752,976.27
357,-1.88,-0.04,9.51,-0.14,0.04,20.54,902.05,21.70,413.33,28.633080,77.230813,969.78
358,-1.88,-0.07,9.52,-0.14,0.04,20.65,902.76,21.74,408.89,28.633134,77.230874,963.23
359,-1.88,-0.11,9.54,-0.14,0.03,20.79,903.48,21.78,404.44,28.633188,77.230935,956.64
360,-1.88,-0.14,9.56,-0.13,0.03,20.94,904.21,21.83,400.00,28.633241,77.230996,950.00
361,-1.88,-0.17,9.59,-0.12,0.03,21.09,904.94,21.87,395.56,28.633295,77.231058,943.31
362,-1.88,-0.19,9.62,-0.12,0.02,21.23,905.68,21.91,391.11,28.633349,77.231119,936.57
363,-1.88,-0.22,9.66,-0.11,0.02,21.34,906.43,21.96,386.67,28.633403,77.231180,929.78
364,-1.88,-0.23,9.70,-0.10,0.01,21.42,907.18,22.00,382.22,28.633456,77.231241,922.94
365,-1.88,-0.24,9.74,-0.09,0.01,21.44,907.94,22.05,377.78,28.633510,77.231302,916.05
366,-1.87,-0.25,9.79,-0.08,0.00,21.42,908.70,22.09,373.33,28.633564,77.231363,909.11
367,-1.87,-0.25,9.83,-0.07,-0.00,21.34,909.47,22.14,368.89,28.633617,77.231424,902.12
368,-1.87,-0.24,9.88,-0.06,-0.01,21.23,910.24,22.18,364.44,28.633671,77.231485,895.09
369,-1.87,-0.23,9.92,-0.05,-0.01,21.09,911.02,22.23,360.00,28.633725,77.231546,888.00
370,-1.87,-0.22,9.96,-0.04,-0.02,20.94,911.81,22.27,355.56,28.633779,77.231607,880.86
371,-1.87,-0.20,10.00,-0.02,-0.02,20.79,912.60,22.32,351.11,28.633832,77.231669,873.68
372,-1.87,-0.17,10.03,-0.01,-0.03,20.65,913.40,22.37,346.67,28.633886,77.231730,866.44
373,-1.87,-0.14,10.06,-0.00,-0.03,20.54,914.21,22.42,342.22,28.633940,77.231791,859.16
374,-1.87,-0.11,10.08,0.01,-0.03,20.46,915.02,22.46,337.78,28.633994,77.231852,851.83
375,-1.87,-0.07,10.10,0.02,-0.04,20.44,915.83,22.51,333.33,28.634047,77.231913,844.44
376,-1.87,-0.04,10.11,0.03,-0.04,20.46,916.66,22.56,328.89,28.634101,77.231974,837.01
377,-1.86,0.00,10.11,0.05,-0.05,20.54,917.49,22.61,324.44,28.634155,77.232035,829.53
378,-1.86,0.04,10.11,0.06,-0.05,20.65,918.32,22.66,320.00,28.634208,77.232096,822.00
379,-1.86,0.07,10.10,0.07,-0.05,20.79,919.16,22.71,315.56,28.634262,77.232157,814.42
380,-1.86,0.11,10.08,0.08,-0.06,20.94,920.01,22.76,311.11,28.634316,77.232218,806.79
381,-1.86,0.14,10.06,0.09,-0.06,21.09,920.86,22.81,306.67,28.634370,77.232280,799.11
382,-1.86,0.17,10.03,0.10,-0.06,21.23,921.72,22.86,302.22,28.634423,77.232341,791.38
383,-1.86,0.20,10.00,0.11,-0.07,21.34,922.59,22.91,297.78,28.634477,77.232402,783.60
384,-1.86,0.22,9.96,0.12,-0.07,21.42,923.46,22.96,293.33,28.634531,77.232463,775.78
385,-1.86,0.23,9.92,0.12,-0.07,21.44,924.34,23.01,288.89,28.634585,77.232524,767.90
386,-1.86,0.24,9.88,0.13,-0.07,21.42,925.22,23.06,284.44,28.634638,77.232585,759.98
387,-1.86,0.25,9.83,0.13,-0.08,21.34,926.11,23.11,280.00,28.634692,77.232646,752.00
388,-1.86,0.25,9.79,0.14,-0.08,21.23,927.01,23.16,275.56,28.634746,77.232707,743.98
389,-1.85,0.24,9.74,0.14,-0.08,21.09,927.91,23.22,271.11,28.634799,77.232768,735.90
390,-1.85,0.23,9.70,0.15,-0.08,20.94,928.82,23.27,266.67,28.634853,77.232829,727.78
391,-1.85,0.22,9.66,0.15,-0.08,20.79,929.74,23.32,262.22,28.634907,77.232891,719.60
392,-1.85,0.19,9.62,0.15,-0.08,20.65,930.66,23.38,257.78,28.634961,77.232952,711.38
393,-1.85,0.17,9.59,0.15,-0.08,20.54,931.59,23.43,253.33,28.635014,77.233013,703.11
394,-1.85,0.14,9.56,0.15,-0.08,20.46,932.52,23.48,248.89,28.635068,77.233074,694.79
395,-1.85,0.11,9.54,0.15,-0.08,20.44,933.46,23.54,244.44,28.635122,77.233135,686.42
396,-1.85,0.07,9.52,0.14,-0.08,20.46,934.41,23.59,240.00,28.635176,77.233196,678.00
397,-1.85,0.03,9.51,0.14,-0.08,20.54,935.36,23.65,235.56,28.635229,77.233257,669.53
398,-1.85,-0.00,9.51,0.14,-0.08,20.65,936.32,23.70,231.11,28.635283,77.233318,661.01
399,-1.85,-0.04,9.51,0.13,-0.07,20.79,937.29,23.76,226.67,28.635337,77.233379,652.44
400,-1.84,-0.08,9.52,0.13,-0.07,20.94,938.26,23.82,222.22,28.635390,77.233440,643.83
401,-1.84,-0.11,9.54,0.12,-0.07,21.09,939.24,23.87,217.78,28.635444,77.233502,635.16
402,-1.84,-0.14,9.56,0.11,-0.07,21.23,940.22,23.93,213.33,28.635498,77.233563,626.44
403,-1.84,-0.17,9.59,0.10,-0.07,21.34,941.21,23.99,208.89,28.635552,77.233624,617.68
404,-1.84,-0.20,9.63,0.09,-0.06,21.42,942.21,24.04,204.44,28.635605,77.233685,608.86
405,-1.84,-0.22,9.66,0.08,-0.06,21.44,943.22,24.10,200.00,28.635659,77.233746,600.00
406,-1.84,-0.23,9.70,0.07,-0.06,21.42,944.23,24.16,195.56,28.635713,77.233807,591.09
407,-1.84,-0.24,9.75,0.06,-0.05,21.34,945.25,24.22,191.11,28.635767,77.233868,582.12
408,-1.84,-0.25,9.79,0.05,-0.05,21.23,946.27,24.27,186.67,28.635820,77.233929,573.11
409,-1.84,-0.25,9.84,0.04,-0.04,21.09,947.30,24.33,182.22,28.635874,77.233990,564.05
410,-1.84,-0.24,9.88,0.03,-0.04,20.94,948.34,24.39,177.78,28.635928,77.234052,554.94
411,-1.83,-0.23,9.92,0.02,-0.04,20.79,949.38,24.45,173.33,28.635981,77.234113,545.78
412,-1.83,-0.21,9.96,0.00,-0.03,20.65,950.43,24.51,168.89,28.636035,77.234174,536.57
413,-1.83,-0.19,10.00,-0.01,-0.03,20.54,951.49,24.57,164.44,28.636089,77.234235,527.31
414,-1.83,-0.17,10.03,-0.02,-0.02,20.46,952.55,24.63,160.00,28.636143,77.234296,518.00
415,-1.83,-0.14,10.06,-0.03,-0.02,20.44,953.62,24.69,155.56,28.636196,77.234357,508.64
416,-1.83,-0.10,10.08,-0.04,-0.01,20.46,954.70,24.75,151.11,28.636250,77.234418,499.23
417,-1.83,-0.07,10.10,-0.05,-0.01,20.54,955.78,24.82,146.67,28.636304,77.234479,489.78
418,-1.83,-0.03,10.11,-0.07,-0.00,20.65,956.87,24.88,142.22,28.636358,77.234540,480.27
419,-1.83,0.00,10.11,-0.08,0.00,20.79,957.97,24.94,137.78,28.636411,77.234601,470.72
420,-1.83,0.04,10.11,-0.09,0.01,20.94,959.07,25.00,133.33,28.636465,77.234663,461.11
421,-1.83,0.08,10.09,-0.10,0.01,21.09,960.18,25.07,128.89,28.636519,77.234724,451.46
422,-1.82,0.11,10.08,-0.10,0.01,21.23,961.29,25.13,124.44,28.636572,77.234785,441.75
423,-1.82,0.14,10.05,-0.11,0.02,21.34,962.42,25.19,120.00,28.636626,77.234846,432.00
424,-1.82,0.17,10.03,-0.12,0.02,21.42,963.55,25.26,115.56,28.636680,77.234907,422.20
425,-1.82,0.20,9.99,-0.13,0.03,21.44,964.68,25.32,111.11,28.636734,77.234968,412.35
426,-1.82,0.22,9.95,-0.13,0.03,21.42,965.83,25.38,106.67,28.636787,77.235029,402.44
427,-1.82,0.23,9.91,-0.14,0.04,21.34,966.98,25.45,102.22,28.636841,77.235090,392.49
428,-1.82,0.24,9.87,-0.14,0.04,21.23,968.14,25.51,97.78,28.636895,77.235151,382.49
429,-1.82,0.25,9.83,-0.15,0.05,21.09,969.30,25.58,93.33,28.636949,77.235212,372.44
430,-1.82,0.25,9.78,-0.15,0.05,20.94,970.47,25.64,88.89,28.637002,77.235274,362.35
431,-1.82,0.24,9.74,-0.15,0.05,20.79,971.65,25.71,84.44,28.637056,77.235335,352.20
432,-1.82,0.23,9.69,-0.15,0.06,20.65,972.83,25.78,80.00,28.637110,77.235396,342.00
433,-1.82,0.21,9.65,-0.15,0.06,20.54,974.03,25.84,75.56,28.637163,77.235457,331.75
434,-1.81,0.19,9.62,-0.15,0.06,20.46,975.22,25.91,71.11,28.637217,77.235518,321.46
435,-1.81,0.17,9.59,-0.15,0.07,20.44,976.43,25.98,66.67,28.637271,77.235579,311.11
436,-1.81,0.14,9.56,-0.14,0.07,20.46,977.64,26.05,62.22,28.637325,77.235640,300.72
437,-1.81,0.10,9.54,-0.14,0.07,20.54,978.86,26.11,57.78,28.637378,77.235701,290.27
438,-1.81,0.07,9.52,-0.13,0.07,20.65,980.09,26.18,53.33,28.637432,77.235762,279.78
439,-1.81,0.03,9.51,-0.13,0.07,20.79,981.32,26.25,48.89,28.637486,77.235823,269.23
440,-1.81,-0.01,9.51,-0.12,0.08,20.94,982.56,26.32,44.44,28.637539,77.235885,258.64
441,-1.81,-0.04,9.51,-0.11,0.08,21.09,983.81,26.39,40.00,28.637593,77.235946,248.00
442,-1.81,-0.08,9.53,-0.10,0.08,21.23,985.06,26.46,35.56,28.637647,77.236007,237.31
443,-1.81,-0.11,9.54,-0.10,0.08,21.34,986.33,26.53,31.11,28.637701,77.236068,226.57
444,-1.81,-0.15,9.57,-0.09,0.08,21.42,987.60,26.60,26.67,28.637754,77.236129,215.78
445,-1.80,-0.18,9.60,-0.08,0.08,21.44,988.87,26.67,22.22,28.637808,77.236190,204.94
446,-1.80,-0.20,9.63,-0.07,0.08,21.42,990.15,26.74,17.78,28.637862,77.236251,194.05
447,-1.80,-0.22,9.67,-0.05,0.08,21.34,991.45,26.81,13.33,28.637916,77.236312,183.11
448,-1.80,-0.24,9.71,-0.04,0.08,21.23,992.74,26.88,8.89,28.637969,77.236373,172.12
449,-1.80,-0.25,9.75,-0.03,0.08,21.09,994.05,26.95,4.44,28.638023,77.236434,161.09
